what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.jsdt.core,1.1.0.v201006030738,"org.eclipse.wst.jsdt.core",1280541288631
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.0.v201005250108,"org.eclipse.wst.jsdt.debug.ui",1280541288633
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1280541288635
started,bundle,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui",1280541288642
started,bundle,org.eclipse.wst.validation,1.2.200.v201005271900,"org.eclipse.wst.validation",1280541288642
started,bundle,org.eclipse.wst.web,1.1.400.v201005270700,"org.eclipse.wst.web",1280541288644
started,bundle,org.eclipse.wst.xml.core,1.1.500.v201005271618,"org.eclipse.wst.xml.core",1280541288647
os,sysinfo,,,"win32",1280541288653
arch,sysinfo,,,"x86",1280541288653
ws,sysinfo,,,"win32",1280541288653
locale,sysinfo,,,"en_US",1280541288653
processors,sysinfo,,,"2",1280541288653
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1280541288653
java.runtime.version,sysinfo,,,"1.6.0_21-b06",1280541288653
java.specification.name,sysinfo,,,"Java Platform API Specification",1280541288653
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1280541288653
java.specification.version,sysinfo,,,"1.6",1280541288653
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1280541288653
java.version,sysinfo,,,"1.6.0_21",1280541288653
java.vm.info,sysinfo,,,"mixed mode, sharing",1280541288653
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1280541288653
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1280541288653
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1280541288653
java.vm.specification.version,sysinfo,,,"1.0",1280541288653
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1280541288653
java.vm.version,sysinfo,,,"17.0-b16",1280541288653
started,bundle,org.eclipse.mylyn.team.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.team.ui",1280541288682
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1280541288685
started,bundle,org.eclipse.wst.dtd.core,1.1.400.v201004290328,"org.eclipse.wst.dtd.core",1280541288772
started,bundle,org.eclipse.wst.sse.ui,1.2.0.v201006030742,"org.eclipse.wst.sse.ui",1280541288812
started,bundle,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.ui",1280541288814
started,bundle,org.eclipse.wst.sse.core,1.1.500.v201006020308,"org.eclipse.wst.sse.core",1280541288823
started,bundle,org.eclipse.jst.jsf.common,1.2.0.v20100604,"org.eclipse.jst.jsf.common",1280541288870
started,bundle,org.eclipse.jst.jsf.core,1.3.0.v20100602,"org.eclipse.jst.jsf.core",1280541288872
started,bundle,org.eclipse.jst.servlet.ui,1.1.400.v201005272100,"org.eclipse.jst.servlet.ui",1280541288922
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1280541289007
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1280541289014
started,bundle,org.eclipse.jst.jsp.core,1.2.300.v201005271731,"org.eclipse.jst.jsp.core",1280541289036
